N�mero;Fuero;Nombre;Tipo de ente;Direcci�n;Localidad;Departamento judicial;Tel�fono;Latitud;Longitud
632;PAZ;JUZGADO DE PAZ;JUZGADO;MORENO 38;ALBERTI;MERCEDES;470350;-35.0321894;-60.27812642
68;PENAL;AYUDANTIA FISCAL - BRAGADO;AYUDANTIA FISCAL;PELLEGRINI 971;BRAGADO;MERCEDES;422552;-35.1152938;-60.49259432
241;PENAL;CASA DE JUSTICIA;CASA DE JUSTICIA;BARRERA 595;BRAGADO;MERCEDES;430174;-35.1235243;-60.49154342
641;PAZ;JUZGADO DE PAZ;JUZGADO;BELGRANO 1140;BRAGADO;MERCEDES;422254;-35.1145633;-60.49111942
1081;LABORAL;TRIBUNAL DEL TRABAJO;TRIBUNAL;AVENIDA BARRERA 55;BRAGADO;MERCEDES;426231;-35.1180509;-60.48885162
656;PAZ;JUZGADO DE PAZ;JUZGADO;MORENO 515;CARMEN DE ARECO;MERCEDES;442666;-34.3765045;-59.82328052
81;PENAL;AYUDANTIA FISCAL - CHIVILCOY;AYUDANTIA FISCAL;MITRE 1105;CHIVILCOY;MERCEDES;420938;-34.9119187;-59.99966352
672;PAZ;JUZGADO DE PAZ;JUZGADO;RIVADAVIA 113;CHIVILCOY;MERCEDES;433170;-34.8946244;-60.02031921
685;PAZ;JUZGADO DE PAZ;JUZGADO;AVENIDA VILLAMAYOR 157;GENERAL LAS HERAS;MERCEDES;4761204;-34.927345;-58.945868
689;PAZ;JUZGADO DE PAZ;JUZGADO;MORENO 445;GENERAL VILLEGAS;TRENQUE LAUQUEN;421500;-35.0324;-63.020249
702;PAZ;JUZGADO DE PAZ;JUZGADO;SAN MARTIN 636;LUJAN;MERCEDES;420123;-34.5661278;-59.11350342
1287;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 10;FISCALIA;MITRE 371;LUJAN;MERCEDES;433197;-34.5662088;-59.11767222
1298;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 11;FISCALIA;MITRE 371;LUJAN;MERCEDES;438832;-34.5662088;-59.11767222
1464;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 9;FISCALIA;MITRE 371 PISO 1;LUJAN;MERCEDES;431603;-34.5662088;-59.11767222
1533;PENAL;UNIDAD FUNCIONAL DE DEFENSA 11 - PENAL;DEFENSORIA;BARTOLOME MITRE 371;LUJAN;MERCEDES;426026;-34.5662088;-59.11767222
1537;PENAL;UNIDAD FUNCIONAL DE DEFENSA 12 - PENAL;DEFENSORIA;BARTOLOME MITRE 371;LUJAN;MERCEDES;426026;-34.5662088;-59.11767222
117;PENAL;AYUDANTIA FISCAL - MARCOS PAZ;AYUDANTIA FISCAL;RAMON MELGAR 1950;MARCOS PAZ;MERCEDES;4775195;-34.783149;-58.834347
706;PAZ;JUZGADO DE PAZ;JUZGADO;SARMIENTO 1842;MARCOS PAZ;MERCEDES;4771755;-34.780527;-58.836971
15;PENAL;ASESORIA DE INCAPACES 1;ASESORIA DE INCAPACES;CALLES 26 Y 37 PISO 5;MERCEDES;MERCEDES;428748;-34.649369;-59.43618
34;PENAL;ASESORIA DE INCAPACES 2;ASESORIA DE INCAPACES;CALLES 26 Y 37 PISO 5;MERCEDES;MERCEDES;428748;-34.649369;-59.43618
92;PENAL;AYUDANTIA FISCAL - ESTUPEFACIENTES;AYUDANTIA FISCAL;CALLE 37 Y CALLE 26 PISO 3 EDIFICIO ANEXO;MERCEDES;MERCEDES;430242;-34.649413;-59.43619
150;CIVIL Y COMERCIAL;CAMARA DE APELACION EN LO CIVIL Y COMERCIAL - PRESIDENCIA;CAMARA;CALLE 27 N�600;MERCEDES;MERCEDES;439100 int: 39336;-34.6508031;-59.43104922
170;CIVIL Y COMERCIAL;CAMARA DE APELACION EN LO CIVIL Y COMERCIAL SALA 1;CAMARA;CALLE 27 N�600;MERCEDES;MERCEDES;439299 int: 39299;-34.6508031;-59.43104922
178;CIVIL Y COMERCIAL;CAMARA DE APELACION EN LO CIVIL Y COMERCIAL SALA 2;CAMARA;CALLE 27 N�600;MERCEDES;MERCEDES;439213 int: 39172;-34.6508031;-59.43104922
183;CIVIL Y COMERCIAL;CAMARA DE APELACION EN LO CIVIL Y COMERCIAL SALA 3;CAMARA;CALLE 27 N�600;MERCEDES;MERCEDES;439100 int: 39127;-34.6508031;-59.43104922
206;PENAL;CAMARA DE APELACION Y GARANTIAS EN LO PENAL SALA 1;CAMARA;CALLE 27 N�600;MERCEDES;MERCEDES;439100 int: 39298;-34.6508031;-59.43104922
212;PENAL;CAMARA DE APELACION Y GARANTIAS EN LO PENAL SALA 2;CAMARA;CALLE 27 N�600;MERCEDES;MERCEDES;439100 int: 39328;-34.6508031;-59.43104922
215;PENAL;CAMARA DE APELACION Y GARANTIAS EN LO PENAL SALA 3;CAMARA;CALLE 27 N�600;MERCEDES;MERCEDES;439100 int: 39307;-34.6508031;-59.43104922
266;PENAL;CENTRO DE ASISTENCIA A LA VICTIMA;CENTRO DE ASISTENCIA A LA VICTIMA;CALLE 29 472 PISO 1;MERCEDES;MERCEDES;428560;-34.652046;-59.432297
281;CIVIL Y COMERCIAL;CURADURIA OFICIAL;CURADURIA OFICIAL;CALLE 21 732;MERCEDES;MERCEDES;433200;-34.6487462;-59.42787622
314;PENAL;DEFENSORIA GENERAL;DEFENSORIA;CALLE 30 N�530;MERCEDES;MERCEDES;426891 int: 102/105/106;-34.649332;-59.428483
322;PENAL;DEFENSORIA GENERAL - ADJUNTOS;DEFENSORIA;CALLE 30 N�530;MERCEDES;MERCEDES;426891 int: 102/105/106;-34.649332;-59.428483
336;PENAL;FISCALIA DE JUICIO;FISCALIA;CALLES 31 Y 26;MERCEDES;MERCEDES;434453;-34.6493439;-59.43629422
363;PENAL;FISCALIA GENERAL;FISCALIA;CALLES 37 Y 26 PISO 6;MERCEDES;MERCEDES;421210;-34.6493439;-59.43629422
394;PENAL;JUZGADO DE EJECUCION 1;JUZGADO;CALLE 20 N�507 PISO 1;MERCEDES;MERCEDES;433534 int: 39134;-34.6529983;-59.42919692
403;PENAL;JUZGADO DE EJECUCION 2;JUZGADO;CALLE 20 N�507;MERCEDES;MERCEDES;425860 int: 39113;-34.6529983;-59.42919692
423;FAMILIA;JUZGADO DE FAMILIA 1;JUZGADO;CALLE 23 N�280;MERCEDES;MERCEDES;434692;-34.6558788;-59.43064672
444;FAMILIA;JUZGADO DE FAMILIA 2;JUZGADO;CALLE 23 N�280;MERCEDES;MERCEDES;427477;-34.6558788;-59.43064672
514;PENAL;JUZGADO DE GARANTIAS 1;JUZGADO;CALLE 28 N�582;MERCEDES;MERCEDES;431497 int: 39184;-34.64965;-59.43104922
515;PENAL;JUZGADO DE GARANTIAS 1;JUZGADO;CALLE 28 N�582;MERCEDES;MERCEDES;425977 int: 39114;-34.64965;-59.43104922
535;PENAL;JUZGADO DE GARANTIAS 2;JUZGADO;CALLE 28 N�582;MERCEDES;MERCEDES;431656 int: 39156;-34.64965;-59.43104922
593;PENAL;JUZGADO DE GARANTIAS DEL JOVEN 1;JUZGADO;CALLE 26 N�891;MERCEDES;MERCEDES;422133;-34.6494637;-59.43601432
605;PENAL;JUZGADO DE GARANTIAS DEL JOVEN 2;JUZGADO;CALLE 26 N�891 PISO 1;MERCEDES;MERCEDES;423974 int: 39519;-34.6494637;-59.43104922
622;PENAL;JUZGADO DE LA RESPONSABILIDAD PENAL JUVENIL 1;JUZGADO;CALLE 29 N�780;MERCEDES;MERCEDES;427739;-34.647263;-59.430959
752;CIVIL Y COMERCIAL;JUZGADO DE PRIMERA INSTANCIA EN LO CIVIL Y COMERCIAL 1;JUZGADO;CALLE 30 N�619;MERCEDES;MERCEDES;428898;-34.649042;-59.429866
758;CIVIL Y COMERCIAL;JUZGADO DE PRIMERA INSTANCIA EN LO CIVIL Y COMERCIAL 10;JUZGADO;CALLES 27 Y 26;MERCEDES;MERCEDES;439100 int: 39334;-34.650409;-59.430859
783;CIVIL Y COMERCIAL;JUZGADO DE PRIMERA INSTANCIA EN LO CIVIL Y COMERCIAL 2;JUZGADO;CALLE 27 N�600;MERCEDES;MERCEDES;439100 int: 39319;-34.6508031;-59.43104922
797;CIVIL Y COMERCIAL;JUZGADO DE PRIMERA INSTANCIA EN LO CIVIL Y COMERCIAL 3;JUZGADO;CALLE 27 N�600;MERCEDES;MERCEDES;439247;-34.6508031;-59.43104922
809;CIVIL Y COMERCIAL;JUZGADO DE PRIMERA INSTANCIA EN LO CIVIL Y COMERCIAL 4;JUZGADO;CALLE 27 N�600;MERCEDES;MERCEDES;439250;-34.6508031;-59.43104922
816;CIVIL Y COMERCIAL;JUZGADO DE PRIMERA INSTANCIA EN LO CIVIL Y COMERCIAL 5;JUZGADO;CALLE 27 N�576;MERCEDES;MERCEDES;439136;-34.6508031;-59.43104922
823;CIVIL Y COMERCIAL;JUZGADO DE PRIMERA INSTANCIA EN LO CIVIL Y COMERCIAL 6;JUZGADO;CALLE 25 N�627;MERCEDES;MERCEDES;439252;-34.6503651;-59.43008222
829;CIVIL Y COMERCIAL;JUZGADO DE PRIMERA INSTANCIA EN LO CIVIL Y COMERCIAL 7;JUZGADO;CALLE 26 N�620;MERCEDES;MERCEDES;439254;-34.6504895;-59.43045562
835;CIVIL Y COMERCIAL;JUZGADO DE PRIMERA INSTANCIA EN LO CIVIL Y COMERCIAL 8;JUZGADO;CALLES 23 Y 28;MERCEDES;MERCEDES;429217;-34.650034;-59.428953
840;CIVIL Y COMERCIAL;JUZGADO DE PRIMERA INSTANCIA EN LO CIVIL Y COMERCIAL 9;JUZGADO;CALLE 26 N�620;MERCEDES;MERCEDES;439259;-34.6504895;-59.43045562
854;CONTENCIOSO ADMINISTRATIVO;JUZGADO DE PRIMERA INSTANCIA EN LO CONTENCIOSO ADMINISTRATIVO 1;JUZGADO;CALLE 31 N�338;MERCEDES;MERCEDES;425134;-34.653925;-59.434081
960;PENAL;JUZGADO EN LO CORRECCIONAL 1;JUZGADO;CALLE 27 N�600;MERCEDES;MERCEDES;439262 int: 39337;-34.6508031;-59.43104922
978;PENAL;JUZGADO EN LO CORRECCIONAL 2 ;JUZGADO;CALLE 27 N�600;MERCEDES;MERCEDES;439266 int: 39266;-34.6508031;-59.43104922
985;PENAL;JUZGADO EN LO CORRECCIONAL 3;JUZGADO;CALLE 27 N�600 PISO 4;MERCEDES;MERCEDES;439629;-34.6508031;-59.43104922
993;PENAL;JUZGADO EN LO CORRECCIONAL 4;JUZGADO;CALLE 27 N�576 PISO 5;MERCEDES;MERCEDES;439134;-34.6508031;-59.43104922
1027;PENAL;OFICINA DE RESOLUCION ALTERNATIVA DE CONFLICTOS;OFICINA DE RESOLUCION ALTERNATIVA DE CONFLICTOS;CALLE 29 472 PISO 1;MERCEDES;MERCEDES;428560;-34.652046;-59.432297
1082;LABORAL;TRIBUNAL DEL TRABAJO;TRIBUNAL;CALLE 26 N�492;MERCEDES;MERCEDES;433834;-34.6508609;-59.42820822
227;PENAL;CASA DE JUSTICIA;CASA DE JUSTICIA;PASO 505;PUNTA ALTA;BAHIA BLANCA;426515;-38.880036;-62.077889
1133;PENAL;TRIBUNAL EN LO CRIMINAL 2;TRIBUNAL;CALLE 27 N�600;MERCEDES;MERCEDES;439291;-34.6508031;-59.43104922
1142;PENAL;TRIBUNAL EN LO CRIMINAL 3;TRIBUNAL;CALLE 27 N�600;MERCEDES;MERCEDES;439282;-34.6508031;-59.43104922
1150;PENAL;TRIBUNAL EN LO CRIMINAL 4;TRIBUNAL;CALLE 27 N�600;MERCEDES;MERCEDES;439163;-34.6508031;-59.43104922
1257;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO - TEMATIZADA PIRATERIA DEL ASFALTO;FISCALIA;CALLES 37 Y 26;MERCEDES;MERCEDES;421210;-34.6493439;-59.43629422
1273;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 1;FISCALIA;CALLES 37 Y 26 PISO 4;MERCEDES;MERCEDES;427457;-34.6493439;-59.43629422
1322;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 16 - RESPONSABILIDAD JUVENIL;FISCALIA;CALLE 23 N�675;MERCEDES;MERCEDES;427515;-34.649627;-59.42919342
1342;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 2;FISCALIA;CALLES 37 Y 26 PISO 4;MERCEDES;MERCEDES;427530;-34.6493439;-59.43629422
1373;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 3;FISCALIA;CALLES 37 Y 26 PISO 2;MERCEDES;MERCEDES;432358;-34.6493439;-59.43629422
1402;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 4 - FLAGRANCIA;FISCALIA;CALLES 37 Y 26 PISO 7;MERCEDES;MERCEDES;432389;-34.6493439;-59.43629422
1416;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 5 - DELITOS DE MENOR CUANTIA;FISCALIA;CALLES 37 Y 26 PISO 3;MERCEDES;MERCEDES;432392;-34.6493439;-59.43629422
1428;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 6;FISCALIA;CALLES 37 Y 26 PISO 5;MERCEDES;MERCEDES;430812;-34.6493439;-59.43629422
1445;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 7 - AUTORES IGNORADOS;FISCALIA;CALLES 37 Y 26 PISO 1;MERCEDES;MERCEDES;423896;-34.6493439;-59.43629422
1459;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 8 - RESPONSABILIDAD JUVENIL;FISCALIA;CALLE 23 N�675;MERCEDES;MERCEDES;427515;-34.649627;-59.42919342
1489;PENAL;UNIDAD FUNCIONAL DE DEFENSA - FUERO RESPONSABILIDAD PENAL JUVENIL 13;DEFENSORIA;CALLE 23 N�675;MERCEDES;MERCEDES;427510;-34.649627;-59.42919342
1490;PENAL;UNIDAD FUNCIONAL DE DEFENSA - FUERO RESPONSABILIDAD PENAL JUVENIL 14;DEFENSORIA;CALLE 23 N�675;MERCEDES;MERCEDES;427510;-34.649627;-59.42919342
1513;CIVIL Y COMERCIAL;UNIDAD FUNCIONAL DE DEFENSA 1 - CIVIL;DEFENSORIA;CALLES 21 Y 30;MERCEDES;MERCEDES;426668 int: 128;-34.6492552;-59.42812
1521;PENAL;UNIDAD FUNCIONAL DE DEFENSA 1 - PENAL;DEFENSORIA;CALLE 30 N�530;MERCEDES;MERCEDES;426891 int: 112;-34.649332;-59.428483
1524;PENAL;UNIDAD FUNCIONAL DE DEFENSA 10 - ESTUPEFACIENTES;DEFENSORIA;CALLE 30 N�530;MERCEDES;MERCEDES;426668 int: 110;-34.649332;-59.428483
1562;CIVIL Y COMERCIAL;UNIDAD FUNCIONAL DE DEFENSA 2 - CIVIL;DEFENSORIA;CALLES 21 Y 30;MERCEDES;MERCEDES;426668 int: 130;-34.6492552;-59.42812
1570;PENAL;UNIDAD FUNCIONAL DE DEFENSA 2 - PENAL;DEFENSORIA;CALLE 30 N�530;MERCEDES;MERCEDES;426668 int: 116;-34.649332;-59.428483
1591;CIVIL Y COMERCIAL;UNIDAD FUNCIONAL DE DEFENSA 3 - CIVIL;DEFENSORIA;CALLE 21 N�715;MERCEDES;MERCEDES;426668 int: 131;-34.6487462;-59.42787622
1599;PENAL;UNIDAD FUNCIONAL DE DEFENSA 3 - PENAL;DEFENSORIA;CALLE 30 N�530;MERCEDES;MERCEDES;426668 int: 118;-34.649332;-59.428483
1607;CIVIL Y COMERCIAL;UNIDAD FUNCIONAL DE DEFENSA 4 - CIVIL;DEFENSORIA;CALLE 21 N�715;MERCEDES;MERCEDES;426668 int: 172;-34.6487462;-59.42787622
1614;PENAL;UNIDAD FUNCIONAL DE DEFENSA 4 - PENAL;DEFENSORIA;CALLE 30 N�530;MERCEDES;MERCEDES;426668 int: 149;-34.649332;-59.428483
1623;CIVIL Y COMERCIAL;UNIDAD FUNCIONAL DE DEFENSA 5 - CIVIL;DEFENSORIA;CALLE 21 N�715;MERCEDES;MERCEDES;426668 int: 125;-34.6487462;-59.42787622
1629;PENAL;UNIDAD FUNCIONAL DE DEFENSA 5 - PENAL;DEFENSORIA;CALLE 30 N�530;MERCEDES;MERCEDES;426668 int: 164;-34.649332;-59.428483
1640;PENAL;UNIDAD FUNCIONAL DE DEFENSA 6 - PENAL;DEFENSORIA;CALLE 30 N�530;MERCEDES;MERCEDES;426668 int: 144;-34.649332;-59.428483
1649;PENAL;UNIDAD FUNCIONAL DE DEFENSA 7 - PENAL;DEFENSORIA;CALLE 30 N�530;MERCEDES;MERCEDES;426668 int: 154;-34.649332;-59.428483
1656;PENAL;UNIDAD FUNCIONAL DE DEFENSA 8 - PENAL;DEFENSORIA;CALLE 30 N�530;MERCEDES;MERCEDES;426668 int: 163;-34.649332;-59.428483
1663;PENAL;UNIDAD FUNCIONAL DE DEFENSA 9 - PENAL;DEFENSORIA;CALLE 30 N�530;MERCEDES;MERCEDES;426668 int: 162;-34.649332;-59.428483
120;PENAL;AYUDANTIA FISCAL - NAVARRO;AYUDANTIA FISCAL;CALLE 24 602;NAVARRO;MERCEDES;430187;-35.004265;-59.275602
711;PAZ;JUZGADO DE PAZ;JUZGADO;CALLE 24 N�478;NAVARRO;MERCEDES;420218;-35.004827;-59.276873
131;PENAL;AYUDANTIA FISCAL - SALTO;AYUDANTIA FISCAL;MORENO Y SARMIENTO;SALTO;MERCEDES;431862;-34.2903313;-60.25453092
723;PAZ;JUZGADO DE PAZ;JUZGADO;ARISTOBULO DEL VALLE 162;SALTO;MERCEDES;425384;-34.2899436;-60.2537312
132;PENAL;AYUDANTIA FISCAL - SAN ANDRES DE GILES;AYUDANTIA FISCAL;SAN MARTIN 467;SAN ANDRES DE GILES;MERCEDES;443346;-34.4414309;-59.44815252
724;PAZ;JUZGADO DE PAZ;JUZGADO;BELGRANO 432;SAN ANDRES DE GILES;MERCEDES;442396;-34.4428725;-59.44664412
133;PENAL;AYUDANTIA FISCAL - SAN ANTONIO DE ARECO;AYUDANTIA FISCAL;ALSINA 57;SAN ANTONIO DE ARECO;MERCEDES;455033;-34.2424355;-59.47477892
725;PAZ;JUZGADO DE PAZ;JUZGADO;MORENO 148;SAN ANTONIO DE ARECO;MERCEDES;452432;-34.2447021;-59.47664052
731;PAZ;JUZGADO DE PAZ;JUZGADO;AVENIDA HIPOLITO YRIGOYEN 37;SUIPACHA;MERCEDES;480071;-34.771938;-59.684721
551;PENAL;JUZGADO DE GARANTIAS 3;JUZGADO;SARMIENTO 564;GENERAL RODRIGUEZ;MORENO-GENERAL RODRIGUEZ;4840621;-34.605211;-58.9554
798;CIVIL Y COMERCIAL;JUZGADO DE PRIMERA INSTANCIA EN LO CIVIL Y COMERCIAL 3;JUZGADO;INTENDENTE PEDRO WHELAN 671;GENERAL RODRIGUEZ;MORENO-GENERAL RODRIGUEZ;4845402;-34.602103;-58.950523
1288;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 10;FISCALIA;BALCARCE Y SARMIENTO;GENERAL RODRIGUEZ;MORENO-GENERAL RODRIGUEZ;0237-4853993/922;-34.6051692;-58.95486122
1468;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 9 ;FISCALIA;BALCARCE Y SARMIENTO;GENERAL RODRIGUEZ;MORENO-GENERAL RODRIGUEZ;0237-4853993/922;-34.6051692;-58.95486122
1563;CIVIL Y COMERCIAL;UNIDAD FUNCIONAL DE DEFENSA 2 - CIVIL;DEFENSORIA;SARMIENTO 669;GENERAL RODRIGUEZ;MORENO-GENERAL RODRIGUEZ;4853922;-34.605667;-58.954045
16;PENAL;ASESORIA DE INCAPACES 1;ASESORIA DE INCAPACES;CHICLANA 2681;MORENO;MORENO-GENERAL RODRIGUEZ;4601439;-34.643969;-58.785971
35;PENAL;ASESORIA DE INCAPACES 2;ASESORIA DE INCAPACES;CHICLANA 2681;MORENO;MORENO-GENERAL RODRIGUEZ;4601439;-34.643969;-58.785971
46;PENAL;ASESORIA DE INCAPACES 3;ASESORIA DE INCAPACES;CHICLANA 2681;MORENO;MORENO-GENERAL RODRIGUEZ;4601439;-34.643969;-58.785971
242;PENAL;CASA DE JUSTICIA;CASA DE JUSTICIA;ECHEVERRIA 10546;MORENO;MORENO-GENERAL RODRIGUEZ;4815062;-34.5834224;-58.75389312
364;PENAL;FISCALIA GENERAL;FISCALIA;ZEBALLOS 350;MORENO;MORENO-GENERAL RODRIGUEZ;4632854 int: 133/135;-34.649941;-58.796962
424;FAMILIA;JUZGADO DE FAMILIA 1;JUZGADO;ASCONAPE 180;MORENO;MORENO-GENERAL RODRIGUEZ;4623416 int: 111;-34.6522916;-58.79107232
456;FAMILIA;JUZGADO DE FAMILIA 2 ;JUZGADO;ARISTUBULO DEL VALLE 2864;MORENO;MORENO-GENERAL RODRIGUEZ;4660491;-34.6525145;-58.79225862
516;PENAL;JUZGADO DE GARANTIAS 1;JUZGADO;CHICLANA 598;MORENO;MORENO-GENERAL RODRIGUEZ;4602471;-34.64435;-58.784171
536;PENAL;JUZGADO DE GARANTIAS 2;JUZGADO;AVENIDA BARTOLOME MITRE 1480;MORENO;MORENO-GENERAL RODRIGUEZ;4633218;-34.6545597;-58.77039832
594;PENAL;JUZGADO DE GARANTIAS DEL JOVEN 1;JUZGADO;DERRICO Y MISIONES;MORENO;MORENO-GENERAL RODRIGUEZ;4666443;-34.650708;-58.76463
753;CIVIL Y COMERCIAL;JUZGADO DE PRIMERA INSTANCIA EN LO CIVIL Y COMERCIAL 1;JUZGADO;MITRE 1966;MORENO;MORENO-GENERAL RODRIGUEZ;4661321;-34.6509016;-58.7808059
784;CIVIL Y COMERCIAL;JUZGADO DE PRIMERA INSTANCIA EN LO CIVIL Y COMERCIAL 2;JUZGADO;MITRE 1970;MORENO;MORENO-GENERAL RODRIGUEZ;4634749 int: 35214;-34.6509016;-58.7808059
1083;LABORAL;TRIBUNAL DEL TRABAJO;TRIBUNAL;MERLO 2719;MORENO;MORENO-GENERAL RODRIGUEZ;4661241 int: 35111;-34.6481299;-58.7906758
1280;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 1 ;FISCALIA;ZEBALLOS 350;MORENO;MORENO-GENERAL RODRIGUEZ;4626288;-34.649941;-58.796962
1349;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 2 ;FISCALIA;ZEBALLOS 350;MORENO;MORENO-GENERAL RODRIGUEZ;4626434;-34.649941;-58.796962
1374;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 3;FISCALIA;ZEBALLOS 350;MORENO;MORENO-GENERAL RODRIGUEZ;4627431;-34.649941;-58.796962
1394;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 4;FISCALIA;ZEBALLOS 350;MORENO;MORENO-GENERAL RODRIGUEZ;4627652;-34.649941;-58.796962
1419;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 5 - VIOLENCIA DE GENERO;FISCALIA;ZEBALLOS 350;MORENO;MORENO-GENERAL RODRIGUEZ;4666983;-34.649941;-58.796962
1434;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 6 - RESPONSABILIDAD JUVENIL;FISCALIA;PIROVANO 3136;MORENO;MORENO-GENERAL RODRIGUEZ;4663957;-34.6491695;-58.79499672
1446;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 7 - FLAGRANCIA;FISCALIA;ZEBALLOS 395 PISO 2;MORENO;MORENO-GENERAL RODRIGUEZ;4635621;-34.649679;-58.79749
1455;PENAL;UNIDAD FISCAL DE INVESTIGACION Y JUICIO 8;FISCALIA;ZEBALLOS 350;MORENO;MORENO-GENERAL RODRIGUEZ;4666983;-34.649941;-58.796962
1514;CIVIL Y COMERCIAL;UNIDAD FUNCIONAL DE DEFENSA 1 - CIVIL;DEFENSORIA;BELGRANO 45;MORENO;MORENO-GENERAL RODRIGUEZ;4635666;-34.650173;-58.78797
1522;PENAL;UNIDAD FUNCIONAL DE DEFENSA 1 - PENAL;DEFENSORIA;INTENDENTE ASSEF 147;MORENO;MORENO-GENERAL RODRIGUEZ;4637023;-34.652788;-58.78839
1571;PENAL;UNIDAD FUNCIONAL DE DEFENSA 2 - PENAL;DEFENSORIA;INTENDENTE ASSEF 147;MORENO;MORENO-GENERAL RODRIGUEZ;4637023;-34.652788;-58.78839
1592;CIVIL Y COMERCIAL;UNIDAD FUNCIONAL DE DEFENSA 3 - CIVIL;DEFENSORIA;BELGRANO 45;MORENO;MORENO-GENERAL RODRIGUEZ;4635666;-34.650173;-58.78797
1594;PENAL;UNIDAD FUNCIONAL DE DEFENSA 3 - FUERO RESPONSABILIDAD PENAL JUVENIL;DEFENSORIA;INTENDENTE ASSEF 132;MORENO;MORENO-GENERAL RODRIGUEZ;4634285;-34.652838;-58.788193
1609;PENAL;UNIDAD FUNCIONAL DE DEFENSA 4 - FUERO RESPONSABILIDAD PENAL JUVENIL;DEFENSORIA;INTENDENTE ASSEF 132;MORENO;MORENO-GENERAL RODRIGUEZ;4667992;-34.652838;-58.788193
1630;PENAL;UNIDAD FUNCIONAL DE DEFENSA 5 - PENAL;DEFENSORIA;INTENDENTE ASSEF 147;MORENO;MORENO-GENERAL RODRIGUEZ;4637023;-34.652788;-58.78839
693;PAZ;JUZGADO DE PAZ;JUZGADO;SIMON BOLIVAR 2194;HURLINGHAM;MORON;46624532;-34.5920362;-58.64470282
237;PENAL;CASA DE JUSTICIA;CASA DE JUSTICIA;BRANDSEN 1142;ITUZAINGO;MORON;46612747;-34.6502272;-58.67669642
694;PAZ;JUZGADO DE PAZ;JUZGADO;GREGORIO LAS HERAS 492;ITUZAINGO;MORON;46234835;-34.6551348;-58.66801321
1507;PENAL;UNIDAD FUNCIONAL DE DEFENSA 1;DEFENSORIA;BRANDSEN 3346;ITUZAINGO;MORON;46216279;-34.6342349;-58.69675532
1557;PENAL;UNIDAD FUNCIONAL DE DEFENSA 2;DEFENSORIA;BRANDSEN 3346;ITUZAINGO;MORON;46216370;-34.6342349;-58.69675532
1585;PENAL;UNIDAD FUNCIONAL DE DEFENSA 3;DEFENSORIA;BRANDSEN 3346;ITUZAINGO;MORON;46216279;-34.6342349;-58.69675532
1719;PENAL;UNIDAD FUNCIONAL DE INSTRUCCION Y JUICIO 1;FISCALIA;BRANDSEN 3346/50;ITUZAINGO;MORON;46216101;-34.6342349;-58.69675532
1734;PENAL;UNIDAD FUNCIONAL DE INSTRUCCION Y JUICIO 2;FISCALIA;BRANDSEN 3346/50;ITUZAINGO;MORON;46216264;-34.6342349;-58.69675532
236;PENAL;CASA DE JUSTICIA;CASA DE JUSTICIA;JUNCAL 236;MERLO;MORON;4823113;-34.6720767;-58.7255689
707;PAZ;JUZGADO DE PAZ;JUZGADO;SOLANET 68;MERLO;MORON;4831116;-34.6631999;-58.7304542
13;PENAL;ASESORIA DE INCAPACES 1;ASESORIA DE INCAPACES;ALMIRANTE BROWN Y COLON PISO 1;MORON;MORON;44896726 int: 3136/38;-34.6657523;-58.62972519
219;CONTENCIOSO ADMINISTRATIVO;CAMARA DE APELACION EN LO CONTENCIOSO ADMINISTRATIVO;CAMARA;PELLEGRINI 302;SAN NICOLAS;SAN NICOL�S;4485989;-33.334177;-60.218331
788;CIVIL Y COMERCIAL;JUZGADO DE PRIMERA INSTANCIA EN LO CIVIL Y COMERCIAL 3;JUZGADO;PELLEGRINI 68;SAN NICOLAS;SAN NICOL�S;4485817;-33.329567;-60.213971
